Course,Admission_grade,Tuition_fees_up_to_date,Age_at_enrollment,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade
9254,122.3,1,28,10,6,13.0,8,5,12.2
9500,126.4,1,18,7,7,13.462857142857144,8,8,13.90625
9254,100.0,1,48,13,3,10.0,15,1,10.0
9238,117.1,1,21,6,6,12.333333333333334,7,6,13.666666666666666
9119,129.4,0,23,6,0,0.0,7,0,0.0
9130,138.9,1,18,5,5,13.6,6,4,13.25
9238,138.6,1,22,7,6,12.333333333333334,6,2,14.0
171,133.9,1,25,16,10,11.454545454545457,13,7,12.25
9085,140.0,1,27,13,8,13.5,12,5,14.4
9119,95.1,0,49,5,0,0.0,6,0,0.0
9991,128.2,0,31,5,2,11.0,0,0,0.0
9254,121.5,1,54,9,6,13.714285714285714,13,5,14.333333333333334
33,120.0,0,25,26,21,12.363636363636363,21,12,12.25
9070,120.0,1,28,9,2,12.0,10,3,12.666666666666666
8014,107.0,1,41,7,7,12.857142857142858,6,6,13.166666666666666
9147,114.4,1,22,6,0,0.0,8,2,11.5
9254,157.7,1,34,13,2,13.5,6,0,0.0
9003,150.0,0,28,14,11,15.090909090909092,11,10,15.0
9003,140.0,1,50,8,2,13.5,9,1,13.0
9147,109.1,1,19,5,0,0.0,5,0,0.0
9500,120.6,1,18,12,4,12.65,10,3,10.666666666666666
9991,161.9,1,59,7,0,0.0,7,0,0.0
9991,140.0,0,33,5,0,0.0,5,0,0.0
9070,178.0,1,23,8,6,13.333333333333334,7,5,12.8
9991,138.3,1,44,9,3,11.333333333333334,8,5,11.142857142857142
8014,128.0,1,37,0,0,0.0,0,0,0.0
171,139.0,1,36,0,0,0.0,0,0,0.0
9991,113.2,0,22,7,3,11.666666666666666,8,2,10.5
8014,139.0,1,49,8,6,12.166666666666666,8,6,14.428571428571429
9773,110.0,1,23,7,6,13.333333333333334,6,4,12.75
8014,161.1,1,47,9,6,12.142857142857142,6,0,0.0
9003,130.0,1,28,36,17,13.058823529411764,15,12,12.307692307692308
9254,121.0,0,21,9,5,11.833333333333334,8,5,10.0
9238,118.6,1,21,14,10,12.4,13,10,11.8
9147,115.8,0,49,5,0,0.0,9,0,0.0
9991,160.0,1,40,5,5,11.0,5,5,13.4
9254,114.5,1,22,8,6,13.625,8,6,14.428571428571429
9991,121.7,1,31,5,0,0.0,7,0,0.0
9119,115.0,1,30,9,2,15.0,7,2,13.5
9238,125.3,1,19,9,5,10.8,11,5,11.0
9147,131.0,1,22,11,3,13.666666666666666,10,3,11.333333333333334
9773,126.3,1,19,8,6,12.833333333333334,8,6,13.333333333333334
171,127.1,0,21,0,0,0.0,0,0,0.0
9670,138.4,1,19,8,6,15.125,7,6,13.428571428571429
9147,100.0,1,22,11,0,0.0,7,1,10.0
9238,126.2,1,22,10,5,11.4,8,5,11.0
9238,118.8,1,19,12,4,12.25,9,6,11.0
9254,124.5,0,26,0,0,0.0,0,0,0.0
9147,95.0,1,20,14,0,0.0,5,0,0.0
9130,140.0,0,18,7,2,13.0,5,0,0.0
9991,125.4,1,39,5,0,0.0,4,0,0.0
9500,128.0,1,18,8,0,0.0,8,0,0.0
9119,129.3,1,18,5,5,13.0,5,5,14.2
9238,152.0,1,19,7,6,13.857142857142858,6,6,14.0
9500,128.8,1,18,7,6,13.391666666666666,8,8,12.4875
9147,152.8,1,18,7,4,12.75,5,0,0.0
9130,150.0,1,22,7,4,14.5,5,5,14.6
9238,112.0,1,19,7,6,12.166666666666666,6,6,12.166666666666666
9130,135.6,1,18,5,5,15.4,5,5,15.6
9119,134.4,0,31,9,2,13.333333333333334,9,2,16.0
9991,120.5,1,28,5,0,0.0,5,0,0.0
9070,141.4,1,19,0,0,0.0,0,0,0.0
9254,145.2,1,20,7,6,13.714285714285714,8,6,14.714285714285714
9238,140.0,1,50,7,4,12.25,7,0,0.0
9991,140.0,1,31,8,1,11.0,5,1,13.0
9238,112.6,1,21,9,6,10.166666666666666,10,6,10.5
9119,106.8,1,34,8,1,10.0,9,0,0.0
9991,120.0,0,40,10,2,10.5,5,3,10.666666666666666
171,160.6,1,18,0,0,0.0,0,0,0.0
9070,130.0,0,46,6,0,0.0,6,0,0.0
8014,110.0,1,37,12,0,0.0,10,0,0.0
9003,110.0,1,31,8,0,0.0,10,0,0.0
9003,145.8,1,34,15,5,13.333333333333334,15,5,12.4
171,130.2,1,18,0,0,0.0,0,0,0.0
9670,122.3,1,18,7,6,13.571428571428571,6,6,14.333333333333334
9070,125.4,1,19,6,6,12.833333333333334,7,6,11.166666666666666
9991,130.0,1,40,6,4,10.25,18,5,11.2
9130,150.0,1,25,6,0,0.0,6,0,0.0
9119,116.9,1,20,5,4,14.5,8,3,13.333333333333334
9003,95.8,0,43,0,0,0.0,0,0,0.0
9003,150.0,1,35,22,18,11.666666666666666,13,12,11.5
9991,118.5,1,23,6,4,13.0,5,5,13.0
9500,131.1,1,19,8,7,12.12142857142857,12,8,11.50625
9085,150.3,1,21,15,9,14.22222222222222,15,7,13.75
9119,105.6,1,20,7,5,12.166666666666666,7,5,15.285714285714286
9670,125.3,1,30,0,0,0.0,0,0,0.0
9254,131.0,1,44,6,6,12.666666666666666,6,6,11.5
9500,127.0,1,19,8,7,13.614285714285714,8,7,13.614285714285714
9130,150.0,1,22,32,12,12.857142857142858,15,10,14.3
9130,149.2,1,18,7,4,14.0,5,5,14.2
9670,121.5,1,21,8,4,14.75,6,5,11.8
9085,137.3,1,18,0,0,0.0,0,0,0.0
9670,119.6,1,18,8,6,13.625,7,6,14.285714285714286
171,141.5,1,19,0,0,0.0,0,0,0.0
9003,150.0,1,21,12,4,11.8,11,4,11.875
9003,110.0,1,31,8,6,15.125,10,6,14.6
9254,110.2,1,21,10,4,11.5,10,2,10.5
9773,120.0,1,27,8,0,0.0,10,0,0.0
9147,114.2,1,20,9,3,10.333333333333334,6,5,12.8
9773,121.5,1,19,6,6,13.833333333333334,6,6,14.5
9130,128.2,1,18,7,6,14.0,8,6,13.666666666666666
9130,120.0,1,29,11,1,18.0,10,3,13.333333333333334
171,136.9,1,19,0,0,0.0,0,0,0.0
9670,95.0,0,21,9,4,13.25,6,5,11.0
9147,148.8,1,25,7,4,14.25,7,4,14.75
9147,110.0,0,32,9,0,0.0,5,0,0.0
9991,133.9,0,26,12,8,11.25,8,3,11.333333333333334
9130,125.7,1,18,7,6,13.5,8,6,12.5
9254,116.6,1,19,8,5,12.666666666666666,10,6,12.857142857142858
9070,141.0,1,19,6,6,15.166666666666666,6,6,12.333333333333334
9119,130.0,1,27,6,6,13.166666666666666,7,5,15.142857142857142
9070,140.0,1,21,6,6,14.5,8,6,11.333333333333334
171,137.5,0,19,0,0,0.0,0,0,0.0
9147,120.8,1,18,8,4,10.8,10,2,12.5
9238,136.5,1,28,6,0,0.0,5,0,0.0
9003,122.0,0,25,23,6,11.428571428571429,15,4,12.0
9003,130.0,1,25,24,8,12.5,23,10,11.6
9254,98.0,1,26,6,0,0.0,12,0,0.0
9147,121.0,1,18,8,5,12.75,7,5,11.5
9003,130.0,1,25,8,0,0.0,10,0,0.0
9773,132.8,1,19,7,6,14.428571428571429,7,6,14.571428571428571
9500,126.3,1,19,9,7,12.492857142857144,10,8,11.7125
8014,111.5,1,45,10,4,11.5,13,4,11.0
9991,118.2,1,52,7,5,11.2,6,5,12.8
9147,115.6,0,20,9,3,12.0,7,3,11.0
9500,117.8,1,19,8,7,15.885714285714286,8,7,15.885714285714286
9500,127.0,0,21,12,4,12.94,12,4,11.58
8014,140.0,0,35,6,6,14.0,6,6,14.166666666666666
171,106.0,1,36,0,0,0.0,0,0,0.0
9500,151.0,0,47,7,0,0.0,8,0,0.0
9991,106.4,1,22,0,0,0.0,0,0,0.0
9991,125.3,1,41,8,4,11.25,8,3,11.0
9119,130.0,1,26,5,0,0.0,6,0,0.0
8014,116.0,0,51,13,4,11.25,12,0,0.0
8014,100.0,1,41,9,5,11.8,10,3,10.666666666666666
9147,118.5,1,23,19,8,11.625,16,10,11.181818181818182
9238,118.9,1,22,11,0,0.0,10,0,0.0
9070,119.3,1,25,8,4,10.25,6,4,11.25
9991,135.8,1,25,16,15,10.8,14,14,11.357142857142858
171,130.0,0,22,15,11,12.545454545454543,16,11,12.666666666666666
9085,150.0,1,47,0,0,0.0,0,0,0.0
9991,111.9,1,41,5,0,0.0,5,0,0.0
9003,150.1,1,43,9,6,14.77777777777778,11,5,12.2
9003,130.0,1,29,4,0,0.0,8,0,0.0
9119,128.0,1,30,2,0,0.0,2,0,0.0
9147,102.5,0,26,4,0,0.0,0,0,0.0
9991,102.5,0,27,10,0,0.0,5,0,0.0
9670,110.0,1,36,5,5,11.4,7,5,11.6
9003,114.0,1,29,13,6,11.666666666666666,10,6,10.857142857142858
9119,128.2,1,35,12,7,11.285714285714286,8,5,13.0
9773,116.5,1,18,12,4,11.5,10,5,12.6
9991,149.3,1,24,5,5,16.0,5,5,16.0
9773,134.1,1,18,6,6,12.5,7,6,12.666666666666666
9119,133.5,1,21,10,5,13.0,10,5,12.6
9003,110.0,1,32,27,13,13.714285714285714,18,12,12.083333333333334
9119,107.5,1,22,9,3,12.333333333333334,14,3,12.5
9003,130.0,0,32,31,11,12.727272727272728,24,10,12.7
9670,111.6,1,35,5,1,14.0,5,0,0.0
9147,101.0,0,23,0,0,0.0,0,0,0.0
9670,128.2,1,35,5,0,0.0,5,1,10.0
9003,150.0,1,32,8,6,18.875,14,12,17.692307692307693
9853,142.8,1,20,12,0,0.0,12,0,0.0
9991,150.0,1,44,9,7,13.5,6,5,16.2
9254,156.5,1,53,12,2,15.0,10,3,10.0
9119,98.6,0,28,10,0,0.0,7,0,0.0
9991,130.0,1,31,9,9,14.22222222222222,5,5,12.8
9003,120.0,0,44,14,4,12.0,16,0,0.0
9085,127.7,1,19,9,5,12.6,8,4,12.0
9119,147.7,1,18,5,0,0.0,5,0,0.0
9003,170.0,1,20,8,6,14.5,10,6,15.3
9070,110.2,1,55,6,6,14.5,6,6,13.5
9119,121.0,1,19,0,0,0.0,0,0,0.0
9147,129.9,1,18,5,5,11.6,5,5,13.2
9773,132.0,1,43,10,4,11.75,7,0,0.0
9254,125.9,1,18,0,0,0.0,0,0,0.0
171,165.7,1,18,0,0,0.0,0,0,0.0
9254,122.7,1,20,7,0,0.0,6,0,0.0
9991,141.4,0,29,7,4,11.25,8,4,11.8
9130,156.4,1,44,9,5,11.571428571428571,11,0,0.0
9070,131.7,1,20,6,4,12.75,12,3,12.666666666666666
9147,104.7,1,36,4,0,0.0,9,0,0.0
9085,110.0,0,29,5,0,0.0,5,0,0.0
9670,129.1,1,18,6,4,11.25,10,3,10.333333333333334
9003,120.0,0,24,0,0,0.0,0,0,0.0
9773,127.0,1,20,6,6,14.333333333333334,7,6,15.0
8014,151.5,0,45,7,0,0.0,5,0,0.0
9500,126.8,1,28,23,20,13.5,23,20,13.5
9500,125.6,1,18,7,7,12.444285714285714,11,7,11.347142857142858
9147,127.8,1,23,7,3,10.666666666666666,7,3,11.333333333333334
9070,131.3,1,22,6,6,12.666666666666666,6,5,12.4
9991,155.7,1,33,5,5,13.2,6,5,14.833333333333334
9003,128.5,1,21,20,10,12.7,14,11,12.181818181818182
9147,170.0,1,45,6,5,14.833333333333334,5,5,14.8
9003,100.0,0,44,10,4,11.5,8,1,12.0
9670,107.2,1,42,0,0,0.0,0,0,0.0
9147,139.3,1,20,0,0,0.0,0,0,0.0
9254,122.3,1,20,7,6,14.714285714285714,6,6,12.5
8014,128.5,0,26,13,4,10.5,16,7,10.428571428571429
9003,150.0,1,31,10,6,15.0,11,5,12.5
9773,136.1,1,19,6,6,12.666666666666666,6,6,14.0
9773,128.0,1,28,7,6,13.166666666666666,6,6,13.666666666666666
171,158.1,1,20,0,0,0.0,0,0,0.0
8014,108.7,1,43,6,6,13.0,6,6,12.5
171,110.0,1,25,0,0,0.0,0,0,0.0
9238,120.0,1,40,13,2,10.0,10,1,15.0
9085,150.0,1,20,7,6,13.333333333333334,16,5,13.375
8014,113.0,1,46,13,3,12.333333333333334,6,6,13.333333333333334
33,118.6,1,26,23,20,13.181818181818182,18,14,11.642857142857142
9500,148.8,1,34,7,6,12.513333333333334,9,7,13.071428571428571
9853,120.3,1,19,0,0,0.0,0,0,0.0
9500,127.0,1,18,8,7,13.585714285714284,8,7,13.585714285714284
9556,113.8,1,18,9,7,11.155555555555557,10,8,11.425
8014,108.0,1,37,9,6,11.857142857142858,7,5,12.0
171,129.1,1,23,0,0,0.0,0,0,0.0
9070,135.9,1,26,14,14,14.0,13,13,13.615384615384617
9773,154.4,0,18,8,5,12.0,0,0,0.0
9500,132.5,1,19,8,7,13.198571428571428,8,8,13.0625
9085,163.3,1,18,10,6,13.5,12,6,12.0
9670,122.5,1,19,6,6,13.333333333333334,8,5,12.8
9070,131.8,1,22,7,6,12.166666666666666,9,4,12.0
9500,135.0,1,18,8,7,12.214285714285714,8,7,12.214285714285714
9254,141.7,1,18,8,6,12.666666666666666,6,6,13.0
9773,131.3,1,18,7,6,12.285714285714286,6,6,13.5
9254,123.9,1,18,7,6,13.0,6,6,13.0
9254,126.1,1,18,8,6,12.142857142857142,6,6,11.166666666666666
9500,126.5,1,19,8,7,13.875714285714285,9,7,13.085714285714284
9853,107.3,1,20,0,0,0.0,0,0,0.0
9238,95.0,1,19,12,6,11.666666666666666,7,0,0.0
9085,116.1,1,18,13,6,13.153846153846152,12,3,11.0
9070,134.6,1,18,6,6,14.5,6,6,12.833333333333334
9500,128.0,1,18,7,7,14.44142857142857,8,8,13.65625
9773,144.2,1,18,6,6,15.166666666666666,7,6,14.285714285714286
9147,129.5,1,18,5,5,11.6,12,4,12.625
9773,116.8,1,18,6,6,11.666666666666666,6,6,12.333333333333334
9003,160.0,1,20,8,6,12.625,10,6,13.2
9238,127.1,1,19,14,3,12.666666666666666,7,6,11.0
9238,112.9,1,19,7,6,11.857142857142858,8,6,13.142857142857142
9670,121.6,1,19,7,6,14.714285714285714,6,6,15.833333333333334
9670,130.0,1,20,6,6,13.5,9,5,13.0
9130,121.7,1,18,7,4,11.5,5,5,12.4
9147,120.0,1,33,9,2,14.0,5,0,0.0
9853,143.5,1,19,8,6,12.833333333333334,6,0,0.0
9556,128.3,1,18,7,7,13.428571428571429,8,8,14.75
9070,111.9,1,19,0,0,0.0,0,0,0.0
9773,137.6,1,18,6,6,16.0,7,6,14.333333333333334
9238,135.0,1,20,6,6,13.833333333333334,6,6,11.833333333333334
9500,133.8,1,19,9,8,13.2325,9,8,13.2325
9773,126.9,1,18,6,6,14.0,6,6,14.166666666666666
9254,106.7,1,19,14,2,10.0,6,0,0.0
8014,145.7,1,25,16,15,13.333333333333334,13,11,12.272727272727272
8014,118.7,1,19,6,6,12.5,6,6,11.5
9991,161.8,1,33,8,2,10.5,5,0,0.0
9147,130.0,1,19,10,4,12.0,6,5,11.4
9773,136.8,1,18,6,6,14.0,6,6,13.5
9853,130.9,1,18,7,6,13.5,8,5,12.6
9500,127.0,1,18,8,8,13.07375,8,8,13.07375
9500,120.0,1,37,9,2,10.75,9,0,0.0
9254,153.8,1,20,6,6,14.0,6,6,13.333333333333334
9238,140.0,1,21,7,6,12.333333333333334,7,6,13.428571428571429
9500,136.6,1,18,7,7,13.464285714285714,9,8,14.788888888888888
9773,140.0,1,18,6,6,13.666666666666666,6,6,14.666666666666666
9500,130.8,1,18,9,8,14.4025,9,8,14.4025
9500,138.8,1,31,9,7,15.46875,8,8,16.3875
9238,110.0,1,23,8,6,12.625,6,6,14.166666666666666
9500,127.8,1,19,7,6,14.983333333333334,7,6,14.983333333333334
9773,134.2,1,20,6,6,15.0,6,6,13.0
8014,143.0,1,40,9,9,15.88888888888889,7,7,14.142857142857142
9085,120.0,1,32,14,4,11.5,14,3,11.0
9254,113.2,1,24,14,2,10.5,11,1,10.0
9500,135.8,1,18,7,6,13.983333333333334,7,6,13.983333333333334
9238,143.5,1,18,6,6,13.0,6,6,12.833333333333334
9238,148.9,1,18,6,6,13.666666666666666,6,6,13.0
9003,115.6,0,27,8,0,0.0,8,0,0.0
9147,159.3,1,18,5,5,14.4,5,5,15.4
9853,133.2,1,19,6,6,14.166666666666666,7,6,13.666666666666666
8014,117.6,1,19,8,5,12.2,7,6,12.0
9853,122.6,1,20,8,3,12.333333333333334,11,2,10.5
9003,100.0,1,30,6,0,0.0,6,0,0.0
9147,130.0,1,21,9,9,10.88888888888889,18,10,11.615384615384617
9556,122.8,1,26,12,6,12.166666666666666,8,8,11.675
9070,145.9,1,18,6,6,12.666666666666666,6,6,12.166666666666666
9070,143.0,1,21,9,5,11.4,8,5,12.2
171,100.0,1,18,0,0,0.0,0,0,0.0
9853,125.1,1,19,6,6,13.5,8,5,12.8
9238,120.8,1,19,7,6,12.285714285714286,7,6,12.833333333333334
9085,114.0,0,19,12,0,0.0,8,0,0.0
9238,132.1,1,19,10,2,10.5,11,1,13.0
9085,160.0,1,27,12,3,14.0,8,5,12.0
9085,134.0,1,22,7,5,14.2,10,5,12.2
9773,124.2,1,18,8,5,13.0,7,6,13.142857142857142
9254,115.6,1,20,6,6,11.0,8,4,12.75
9991,128.2,1,34,9,3,11.0,7,2,10.0
9500,132.8,1,18,9,6,12.385714285714286,9,8,13.755555555555556
9773,123.1,1,20,12,4,14.75,7,4,12.25
9130,125.6,1,20,6,5,16.166666666666668,6,5,15.833333333333334
9991,115.0,1,25,7,0,0.0,8,0,0.0
9119,123.6,1,18,6,5,12.4,9,3,13.0
9130,141.7,0,18,8,5,11.6,11,4,13.0
9853,139.0,1,18,8,5,12.2,13,0,0.0
9254,118.0,1,19,7,5,11.0,7,5,12.8
9853,142.0,1,19,8,6,12.333333333333334,7,5,12.4
9238,143.4,1,21,6,6,14.833333333333334,7,6,12.571428571428571
9070,105.1,1,20,6,6,12.0,6,6,11.833333333333334
8014,138.0,1,21,13,11,12.727272727272728,11,10,12.6
9991,114.7,1,34,2,2,10.5,1,1,11.0
9773,130.5,1,20,6,6,12.333333333333334,6,6,12.0
9991,134.3,1,24,10,0,0.0,7,1,12.0
9500,137.5,1,18,7,7,14.842857142857143,9,8,14.38888888888889
9991,152.1,1,28,13,2,11.0,12,1,12.0
9254,126.1,1,20,9,4,10.75,12,0,0.0
9500,136.0,1,22,9,8,12.55375,9,8,12.55375
9500,124.3,1,19,8,7,12.665714285714284,8,7,12.665714285714284
9556,136.1,1,26,7,2,11.75,10,0,0.0
9254,115.1,0,21,11,3,11.0,14,0,0.0
171,143.6,1,18,0,0,0.0,0,0,0.0
9147,115.8,1,18,5,5,13.4,6,5,12.2
171,149.0,1,22,21,17,12.578947368421051,20,17,12.117647058823527
9119,100.0,1,36,0,0,0.0,0,0,0.0
9773,133.4,1,20,8,6,12.0,8,6,11.5
9670,122.8,1,20,6,3,12.333333333333334,9,0,0.0
9991,151.2,1,25,11,4,11.5,11,3,13.5
9003,137.0,1,35,7,5,12.8,11,5,13.833333333333334
171,118.0,1,22,0,0,0.0,0,0,0.0
9003,130.0,0,20,16,4,11.8,15,2,12.0
8014,112.5,1,50,13,6,11.333333333333334,11,2,13.5
9500,118.3,1,20,12,5,12.002,12,5,12.002
9003,140.0,0,35,10,5,15.2,9,1,11.0
9670,109.0,1,19,7,6,13.142857142857142,8,6,14.166666666666666
9147,110.0,1,43,14,0,0.0,5,0,0.0
9500,119.8,1,19,11,7,13.867142857142856,11,7,13.867142857142856
9500,130.0,1,25,11,6,12.675,11,6,12.675
171,167.3,1,19,0,0,0.0,0,0,0.0
171,136.0,1,22,0,0,0.0,0,0,0.0
9254,124.0,1,19,7,6,11.0,6,5,12.2
9991,132.9,1,32,11,4,10.75,11,4,11.333333333333334
9773,154.0,1,57,7,5,14.2,6,6,14.166666666666666
9500,115.0,0,20,11,4,12.6,7,4,11.575
9991,96.0,0,38,5,0,0.0,5,0,0.0
9991,168.2,1,45,6,5,14.0,6,5,14.166666666666666
9773,140.0,0,43,16,2,10.0,12,4,12.25
9070,137.4,1,19,6,6,13.833333333333334,8,6,13.125
9991,150.0,0,49,8,2,11.0,5,1,11.0
8014,148.5,1,34,6,4,12.25,5,0,0.0
9991,138.7,1,43,5,5,13.8,6,5,13.666666666666666
9254,117.2,1,21,8,3,12.0,9,1,11.0
9670,125.3,1,19,7,4,13.75,10,6,11.555555555555555
9556,140.0,1,43,7,0,0.0,13,2,13.15
9991,124.0,1,31,6,5,13.833333333333334,7,5,15.4
9991,127.0,1,34,5,5,15.8,5,5,16.8
9500,110.0,1,30,26,12,12.52608695652174,26,12,12.52608695652174
9500,170.0,1,36,9,6,12.783333333333331,11,0,0.0
9991,120.0,0,46,5,0,0.0,5,1,10.0
9085,130.0,1,22,8,3,13.0,8,3,10.666666666666666
9003,130.0,1,27,8,0,0.0,10,0,0.0
9119,120.0,0,31,4,0,0.0,5,0,0.0
9773,132.8,0,21,10,2,12.0,0,0,0.0
9147,100.0,1,21,7,4,10.75,10,2,11.0
9147,121.8,1,19,8,5,11.6,10,4,13.5
9147,109.5,1,20,6,5,11.8,8,4,11.6
9003,138.3,1,18,7,6,16.0,6,6,15.166666666666666
9773,131.6,1,18,6,6,12.666666666666666,6,6,11.5
9254,101.5,0,34,6,0,0.0,6,0,0.0
9070,123.9,1,20,9,5,12.6,10,8,12.75
9500,143.0,1,18,8,7,13.4,8,7,13.4
171,126.3,1,21,0,0,0.0,0,0,0.0
9003,113.3,1,26,9,1,10.0,6,0,0.0
9119,119.9,1,20,5,0,0.0,5,0,0.0
9003,140.0,1,25,16,3,11.25,14,4,11.2
9147,100.0,1,24,8,3,10.666666666666666,5,1,14.0
9130,132.4,1,20,7,4,11.75,5,5,13.4
9147,137.1,1,20,5,0,0.0,5,0,0.0
9070,138.1,1,18,6,6,12.666666666666666,8,6,14.125
9254,109.7,1,22,7,5,14.0,6,6,15.666666666666666
8014,128.2,0,41,6,0,0.0,12,0,0.0
9147,117.8,1,19,11,2,11.5,10,0,0.0
9130,150.0,1,21,10,6,12.0,12,5,12.8
9085,160.0,1,30,7,6,16.428571428571427,7,6,16.666666666666668
9500,104.5,1,21,9,5,13.336000000000002,9,7,13.207142857142856
9670,100.0,1,21,9,7,14.666666666666666,8,6,14.0
9500,132.5,1,18,8,7,14.115714285714288,8,7,14.115714285714288
9085,123.3,1,19,7,6,14.857142857142858,10,6,13.11111111111111
9085,128.9,1,18,7,6,13.833333333333334,10,6,13.714285714285714
9147,120.1,1,18,15,2,10.0,14,2,12.0
9500,160.0,1,24,15,6,12.415,15,6,12.415
9085,150.0,1,23,14,5,14.428571428571429,7,6,13.428571428571429
9500,124.0,1,18,8,7,14.312857142857142,8,7,14.312857142857142
9130,120.4,1,20,9,4,12.0,6,5,13.4
9238,131.6,1,18,7,6,13.833333333333334,7,6,13.714285714285714
9238,104.2,1,20,6,6,12.166666666666666,7,6,12.142857142857142
9773,121.7,1,22,7,5,13.2,7,5,13.6
9500,126.0,1,20,7,6,15.4,7,6,15.4
9500,128.4,1,19,7,7,13.385714285714286,8,8,15.925
9130,134.9,1,18,13,6,10.857142857142858,10,4,11.0
9147,143.9,1,18,11,5,11.333333333333334,8,5,12.0
9085,145.0,1,19,7,4,14.5,5,5,13.6
9070,132.0,1,19,6,6,14.166666666666666,8,6,12.375
8014,136.1,1,24,7,6,12.833333333333334,8,6,12.0
9238,138.9,1,21,7,6,13.333333333333334,6,6,14.5
9238,102.0,1,20,7,6,13.666666666666666,7,6,14.571428571428571
9254,123.0,0,28,6,6,10.833333333333334,7,5,11.0
9853,137.5,1,21,7,6,13.428571428571429,8,6,13.142857142857142
9003,105.3,0,36,8,0,0.0,10,0,0.0
9991,130.0,0,42,4,0,0.0,0,0,0.0
9991,122.5,1,47,9,4,11.5,6,5,11.6
9119,112.0,0,25,8,0,0.0,5,0,0.0
9670,110.0,1,25,8,6,14.142857142857142,6,6,13.5
8014,149.5,1,48,6,0,0.0,6,0,0.0
9991,141.0,1,32,12,10,13.8,10,10,12.8
9991,130.0,1,38,10,10,13.6,10,5,13.6
9238,130.0,1,37,23,15,11.733333333333333,17,9,11.88888888888889
9147,104.0,0,26,8,1,10.0,9,1,10.0
9085,110.0,1,23,19,0,0.0,6,0,0.0
9500,127.0,1,26,8,6,13.046666666666669,10,7,13.30625
8014,130.0,1,26,16,10,11.8,7,7,13.285714285714286
9500,127.5,1,18,8,8,13.11,8,8,13.11
9500,130.0,1,27,8,7,14.414285714285716,8,7,14.414285714285716
8014,115.0,0,24,5,0,0.0,10,0,0.0
9147,126.8,1,20,8,5,12.333333333333334,7,5,12.2
9500,116.7,1,18,9,0,0.0,8,1,10.0
9556,128.5,1,18,9,7,14.1,8,8,13.3125
9500,127.5,1,18,8,8,13.045,8,8,13.045
9500,148.8,1,19,8,8,14.2525,8,8,14.2525
9500,127.3,1,18,8,7,15.075714285714286,8,7,15.075714285714286
9003,130.0,1,23,28,17,13.15,22,12,13.214285714285714
9238,121.7,1,21,9,5,12.333333333333334,7,5,11.8
9500,122.7,1,18,8,7,13.778571428571428,10,8,13.122222222222222
9853,129.2,0,20,12,3,10.333333333333334,14,1,11.0
9070,136.3,1,18,8,6,13.571428571428571,11,6,12.375
8014,114.9,1,29,14,11,12.75,7,7,13.428571428571429
9773,102.0,1,28,11,3,13.0,15,1,12.0
9670,130.9,0,24,12,0,0.0,9,0,0.0
171,100.0,1,33,0,0,0.0,0,0,0.0
9147,112.9,0,19,7,2,12.5,13,1,11.0
9085,112.7,1,19,7,6,14.857142857142858,8,6,14.142857142857142
8014,143.0,1,37,13,8,12.0,8,7,11.571428571428571
171,155.1,0,18,0,0,0.0,0,0,0.0
9500,146.6,1,37,8,7,12.828571428571427,8,8,12.6875
9500,141.0,1,36,0,0,0.0,0,0,0.0
9670,120.6,1,19,6,6,13.333333333333334,8,5,14.0
9500,110.0,1,33,20,14,13.072857142857144,20,14,13.072857142857144
9119,108.6,0,34,13,5,12.0,7,3,11.0
9254,134.9,1,18,6,6,15.5,6,6,16.0
9130,120.0,1,20,6,0,0.0,6,0,0.0
9773,141.3,1,19,7,6,14.714285714285714,6,6,15.166666666666666
9085,135.6,1,20,7,6,16.714285714285715,6,6,15.333333333333334
9238,121.5,1,19,9,6,10.857142857142858,7,6,11.666666666666666
9500,125.0,1,19,8,6,11.658333333333331,11,6,12.416666666666666
9773,119.1,1,22,8,5,11.6,7,6,12.0
9773,116.7,1,18,6,6,12.166666666666666,8,6,12.666666666666666
9853,124.9,1,19,6,6,12.5,6,6,12.833333333333334
9500,114.0,0,31,8,5,12.56,8,5,12.56
9500,131.1,1,18,7,7,13.19,8,8,14.23125
9238,129.3,1,19,11,3,11.0,9,4,11.25
171,129.7,1,18,0,0,0.0,0,0,0.0
9238,120.8,1,19,11,5,11.6,10,6,11.714285714285714
9500,135.0,1,19,7,6,14.266666666666666,7,6,14.266666666666666
8014,130.0,1,30,11,9,12.666666666666666,7,7,12.428571428571429
9500,130.8,1,18,11,7,12.771428571428572,11,7,12.771428571428572
9085,111.9,1,21,12,0,0.0,5,0,0.0
9238,145.9,1,19,6,6,15.5,7,6,13.571428571428571
9130,113.5,1,19,8,6,11.333333333333334,12,4,13.75
9670,135.4,1,19,6,6,13.333333333333334,10,5,13.4
9991,130.2,1,39,13,4,12.333333333333334,14,2,10.0
171,126.9,1,20,0,0,0.0,0,0,0.0
9147,119.8,1,19,8,5,12.6,9,4,11.6
9085,130.0,1,24,7,6,14.857142857142858,10,5,13.6
9147,138.0,1,34,17,12,11.916666666666666,13,11,13.181818181818182
9991,114.6,1,46,5,0,0.0,5,0,0.0
9991,140.0,0,37,5,0,0.0,5,0,0.0
